class_num,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,item_seq,leng_long,leng_short,thick,id,dl_idx,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,print_front,print_back,color_class1,color_class2,line_front,line_back,img_regist_ts,form_code_name,mark_code_front_anal,mark_code_back_anal,mark_code_front_img,mark_code_back_img,mark_code_front,mark_code_back,change_date
857,K-011686_0_0_0_0_60_000_200.png,976,1280,K-011686_0_0_0_0_60_000_200.png,K-011686,정상알약,검은색 배경,앞면,전구색,60,0,200,200200909,11.18,11.18,4.51,1,11685,K-011686,화인탈츄어블정 12.5mg/포,"OZIMETAL,CHEWABLE Tab",http://connectdi.com/design/img/drug/147800431864400104.jpg,메클리진염산염수화물|스코폴라민브롬화수소산염수화물,Meclizine Hydrochloride Hydrate| Scopolamine Hydrobromide,"정제, 저작정",콜마파마(주),Kolmar Pharma,,,20020418,"[02350]최토제, 진토제",일반의약품,698001220,엷은 분홍색의 원형 츄어블 정제,원형,마크,,분홍,,,,20090814,추어블정(저작정),BPH,,http://connectdi.com/design/img/drug/147938654295200034.jpg,,,,20200425
369,K-011695_0_0_0_0_60_000_200.png,976,1280,K-011695_0_0_0_0_60_000_200.png,K-011695,정상알약,검은색 배경,앞면,전구색,60,0,200,200200939,10.7,4.4,3.3,1,11694,K-011695,트라린정 50mg,Traline Tab. 50mg,http://connectdi.com/design/img/drug/150903246627300004.jpg,설트랄린염산염,Sertraline Hydrochloride,"정제, 저작정",명인제약(주),Myung In Pharm,,,20020621,[01170]정신신경용제,전문의약품,"651902160,A09203391",흰색의 장방형 필름코팅정,장방형,mi,SLT분할선50,하양,,,-,20041222,필름코팅정,,,,,,,20200331
580,K-011705_0_0_0_0_60_000_200.png,976,1280,K-011705_0_0_0_0_60_000_200.png,K-011705,정상알약,검은색 배경,앞면,전구색,60,0,200,200200963,10.6,6.2,4,1,11704,K-011705,온세트론정(염산온단세트론),Onsetron Tab.,http://connectdi.com/design/img/drug/147427970624300162.jpg,온단세트론염산염수화물,Ondansetron Hydrochloride Dihydrate,"정제, 저작정",보령제약(주),Boryung,,,20020522,"[02350]최토제, 진토제",전문의약품,"641903100,A09305461",황색의 필름코팅정                                                                                     ,장방형,8분할선,,노랑,,-,,20041223,필름코팅정,,,,,,,20161110
691,K-011780_0_0_0_0_60_000_200.png,976,1280,K-011780_0_0_0_0_60_000_200.png,K-011780,정상알약,검은색 배경,앞면,전구색,60,0,200,200201233,15.32,7.64,4.8,1,11779,K-011780,지펜정 300mg,Gifen Tab. 300mg,http://connectdi.com/design/img/drug/147618960468200138.jpg,덱시부프로펜,Dexibuprofen,"정제, 저작정",삼남제약(주),Samnam,,,20020724,[01140]해열.진통.소염제,일반의약품,"653701200,A11801291",흰색의 장방형 필름코팅정제,장방형,GP,분할선,하양,,,-,20160930,필름코팅정,,,,,,,20160418
799,K-011783_0_0_0_0_60_000_200.png,976,1280,K-011783_0_0_0_0_60_000_200.png,K-011783,정상알약,검은색 배경,앞면,전구색,60,0,200,200201239,15.6,7.5,5.9,1,11782,K-011783,아르펜정 200mg/PTP,Arpen Tab.,http://connectdi.com/design/img/drug/154661651931000010.jpg,이부프로펜|아르기닌,Ibuprofen| L-Arginine,"정제, 저작정",경남제약(주),Kyung Nam Pharm,,,20020617,[01140]해열.진통.소염제,일반의약품,647600660,연분홍색의 장방형 필름코팅정,장방형,A-R,,분홍,,,,20070125,필름코팅정,,,,,,,20190522
52,K-011833_0_0_0_0_60_000_200.png,976,1280,K-011833_0_0_0_0_60_000_200.png,K-011833,정상알약,검은색 배경,앞면,전구색,60,0,200,200201406,22,10.5,7.3,1,11832,K-011833,아목시클정(아목시실린수화물·클라불란산칼륨(7:1)),Amoxicle Tab.,http://connectdi.com/design/img/drug/150834121591100011.jpg,아목시실린수화물|희석클라불란산칼륨,Amoxicillin Sodium| Potassium Clavulanate,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,(주)펜믹스,Penmix,20021116,"[06180]주로 그람양성, 음성균에 작용하는 것",전문의약품,"671802040,A12804061",백색 또는 거의 백색의 장방형 필름코팅정,장방형,DWP,Λ분할선X,하양,,,-,20060119,필름코팅정,,,,,,,20180101
621,K-011845_0_0_0_0_60_000_200.png,976,1280,K-011845_0_0_0_0_60_000_200.png,K-011845,정상알약,검은색 배경,앞면,전구색,60,0,200,200201481,16,16,7,1,11844,K-011845,하드칼츄어블정,Hadcal Tab.,http://connectdi.com/design/img/drug/151369795248800028.jpg,탄산칼슘|농축콜레칼시페롤과립,Calcium Carbonate| Cholecalciferol Concentrated Gr.,"정제, 저작정",부광약품(주),Bukwang Pharm,,,20020927,[03210]칼슘제,일반의약품,"642202380,A13150591",흰색 원형의 씹어 먹는 정제이다.,원형,BK H-Ca,,하양,,,,20060330,추어블정(저작정),,,,,,,20170614
606,K-011846_0_0_0_0_60_000_200.png,976,1280,K-011846_0_0_0_0_60_000_200.png,K-011846,정상알약,검은색 배경,앞면,전구색,60,0,200,200201482,19.1,7.6,6.2,1,11845,K-011846,타세놀이알서방정(아세트아미노펜),Tacenol 8hours ER Tab.,http://connectdi.com/design/img/drug/1MiQk9lOBuu.jpg,아세트아미노펜,Acetaminophen,서방형정제,부광약품(주),Bukwang Pharm,,,20020816,[01140]해열.진통.소염제,일반의약품,"642202200,A13102911",흰색의 장방형 필름코팅정제이다.,장방형,TACENOL  ER,,하양,,,,20041222,서방성필름코팅정,,,,,,,20190520
771,K-011942_0_0_0_0_60_000_200.png,976,1280,K-011942_0_0_0_0_60_000_200.png,K-011942,정상알약,검은색 배경,앞면,전구색,60,0,200,200201695,14,8,5.5,1,11941,K-011942,맥스펜정(덱시부프로펜디.씨),Maxpen Tab. 300mg,http://connectdi.com/design/img/drug/147427975564100129.jpg,덱시부프로펜,Dexibuprofen D.C.,"정제, 저작정",오스틴제약(주),Austin Pharm,,,20020312,[01140]해열.진통.소염제,일반의약품,"654300930,A15204061",흰색의 장방형 필름코팅정 ,장방형,WK21,,하양,,,,20051006,필름코팅정,,,,,,,20190109
703,K-011982_0_0_0_0_60_000_200.png,976,1280,K-011982_0_0_0_0_60_000_200.png,K-011982,정상알약,검은색 배경,앞면,전구색,60,0,200,200201784,15.5,7.5,6,1,11981,K-011982,쎄락틸정 300mg,Seractil Tab. 300mg,http://connectdi.com/design/img/drug/147427434926400010.jpg,덱시부프로펜 디.씨.,Dexibuprofen D.C.,"정제, 저작정",고려제약(주),Korean Drug,,,20020827,[01140]해열.진통.소염제,일반의약품,"642800900,A15902131",흰색의 타원형 필름코팅정제.,타원형,마크,S분할선R,하양,,,-,20050517,필름코팅정,"1,I",,http://connectdi.com/design/img/drug/147938644048800023.jpg,,,,20160114
787,K-012003_0_0_0_0_60_000_200.png,976,1280,K-012003_0_0_0_0_60_000_200.png,K-012003,정상알약,검은색 배경,앞면,전구색,60,0,200,200201855,15.5,8.1,5.5,1,12002,K-012003,올바펜정 500mg/PTP,Allbaphen Tab.,http://connectdi.com/design/img/drug/1NcelJgSVee.jpg,아세트아미노펜|푸르설티아민,Acetaminophen| Fursultiamine,"정제, 저작정",동인당제약(주),Dongin-Dang,,,20021018,[01140]해열.진통.소염제,일반의약품,664101040,미황색의 장방형 정제 ,장방형,DID,ABP,노랑,,,,20080114,나정,,,,,,,20150430
264,K-012080_0_0_0_0_60_000_200.png,976,1280,K-012080_0_0_0_0_60_000_200.png,K-012080,정상알약,검은색 배경,앞면,전구색,60,0,200,200202193,8.13,8.13,4.19,1,12079,K-012080,레복사신정 100mg,Levoxacin Tab.,http://connectdi.com/design/img/drug/1MnfO1MVzQA.jpg,레보플록사신수화물,Levofloxacin Hydrate,"정제, 저작정",한미약품(주),Hanmi Pharm,,,20020910,[06290]기타의 화학요법제,전문의약품,"643500540,A21451681",흰색에서 연한 노란색의 원형 필름코팅정제,원형,LX,,하양,,,,20041222,필름코팅정,,,,,,,20201203
640,K-012081_0_0_0_0_60_000_200.png,976,1280,K-012081_0_0_0_0_60_000_200.png,K-012081,정상알약,검은색 배경,앞면,전구색,60,0,200,200202194,17.6,8.1,4.9,1,12080,K-012081,리렉스펜정 300mg/PTP,Lirexpen Tab.,http://connectdi.com/design/img/drug/1MdYV-PxYWm.jpg,아세트아미노펜|클로르족사존,Acetaminophen| Chlorzoxazone,"정제, 저작정",한미약품(주),Hanmi Pharm,에이치엘비제약(주),Hlb Pharma,20020730,[01140]해열.진통.소염제,일반의약품,643500690,흰색의 장방형 정제,장방형,HMP,RP,하양,,,,20190328,나정,,,,,,,20181217
353,K-012137_0_0_0_0_60_000_200.png,976,1280,K-012137_0_0_0_0_60_000_200.png,K-012137,정상알약,검은색 배경,앞면,전구색,60,0,200,200202362,11,11,5,1,12136,K-012137,탈푸린정(탈니플루메이트),Talfurin Tab.,http://connectdi.com/design/img/drug/147428023057800199.jpg,탈니플루메이트,Talniflumate,"정제, 저작정",위더스제약(주),Withus Pharmaceutical,,,20020319,[01140]해열.진통.소염제,전문의약품,"660701780,A23052361",주황색의 원형 필름코팅정,원형,WU,TL,주황,,,,20051213,필름코팅정,,,,,,,20180618
162,K-012187_0_0_0_0_60_000_200.png,976,1280,K-012187_0_0_0_0_60_000_200.png,K-012187,정상알약,검은색 배경,앞면,전구색,60,0,200,200202740,16.1,8.1,5.5,1,12186,K-012187,팩티브정 320mg,Factive Tab. 320mg,http://connectdi.com/design/img/drug/150885962952100081.jpg,제미플록사신메실산염,Gemifloxacin Mesylate,"정제, 저작정",(주)엘지화학,Lg Chem,,,20021227,[06290]기타의 화학요법제,전문의약품,"668901110,A33202881",흰색 또는 거의 흰색의 타원형 필름코팅정,타원형,LG분할선320,LG분할선320,하양,,-,-,20050627,필름코팅정,,,,,,,20200521
791,K-012192_0_0_0_0_60_000_200.png,976,1280,K-012192_0_0_0_0_60_000_200.png,K-012192,정상알약,검은색 배경,앞면,전구색,60,0,200,200202755,11,11,5.4,1,12191,K-012192,에스프로펜정(덱시부프로펜),Esprofen Tab. 300mg,http://connectdi.com/design/img/drug/147427970624300049.jpg,덱시부프로펜,Dexibuprofen D.C.　,"정제, 저작정",(주)유영제약,Yooyoung Pharm,,,20021010,[01140]해열.진통.소염제,일반의약품,"648201150,A34051581",주황색의 원형 필름코팅정제,원형,마크,ESP분할선,주황,,,-,20041222,필름코팅정,YY,,http://connectdi.com/design/img/drug/147938647484100096.jpg,,,,20190115
420,K-012207_0_0_0_0_60_000_200.png,976,1280,K-012207_0_0_0_0_60_000_200.png,K-012207,정상알약,검은색 배경,앞면,전구색,60,0,200,200202791,10.3,10.3,4.7,1,12206,K-012207,데놀정(비스무트시트르산염칼륨),Denol Tab. 300mg,http://connectdi.com/design/img/drug/147765859194400140.jpg,비스무트시트르산염칼륨,Tripotassium Bismuth Dicitrate,"정제, 저작정",(주)녹십자,Green Cross Corp,,,20021010,[02320]소화성궤양용제,전문의약품,"643600900,A35551851",원형의 백색 필름 코팅정,원형,DNT,,하양,,,,20050715,필름코팅정,,,,,,,20120803
614,K-012212_0_0_0_0_60_000_200.png,976,1280,K-012212_0_0_0_0_60_000_200.png,K-012212,정상알약,검은색 배경,앞면,전구색,60,0,200,200202802,22,7,7,1,12211,K-012212,쿨넥신캡슐 710mg/PTP,Coolnexin Cap.(Eungyosan),http://connectdi.com/design/img/drug/1Mv5PQjxqFD.jpg,금은화|연교|두시|우방자|박하|길경|감초|담죽엽|형개|영양각|이상 건조엑스로서,Arctii Semen| Forsythia Fruit| Gazelle Horn| Glycine Semen Preparatum| Licorice| Lonicera Flower| Lophatheri Herba| Mentha Herb| Platycodon Root| Schizonepeta Spike,,경진제약(주),Kyungjin Pharm,,,20020304,[01140]해열.진통.소염제,일반의약품,,"갈색의 분말이 충전된 상부 갈색, 하부 흰색의 경질캡슐제 ",장방형,쿨넥신 쿨넥신,,갈색,하양,,,20091113,"경질캡슐제, 산제",,,,,,,20191114
721,K-012244_0_0_0_0_60_000_200.png,976,1280,K-012244_0_0_0_0_60_000_200.png,K-012244,정상알약,검은색 배경,앞면,전구색,60,0,200,200202873,19.3,7.7,6.2,1,12243,K-012244,엔시드8시간이알서방정 650mg,Ensid 8 hours ER Tab. 650mg,http://connectdi.com/design/img/drug/1N8nQbYPpWe.jpg,아세트아미노펜,Acetaminophen Encapsulated,서방형정제,한림제약(주),Hanlim Pharm,콜마파마(주),Kolmar Pharma,20021204,[01140]해열.진통.소염제,일반의약품,"645301160,A37850711",흰색의 장방형 필름코팅정,장방형,ENSIDER,,하양,,,,20041222,서방성필름코팅정,,,,,,,20181129
414,K-012246_0_0_0_0_60_000_200.png,976,1280,K-012246_0_0_0_0_60_000_200.png,K-012246,정상알약,검은색 배경,앞면,전구색,60,0,200,200202888,8,4.5,2.65,1,12245,K-012246,아빌리파이정 5mg,Abilify Tab. 5mg,http://connectdi.com/design/img/drug/151317988895100004.jpg,아리피프라졸,Aripiprazole,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,20020801,[01170]정신신경용제,전문의약품,"649900110,A42700231",청색의 장방형 정제(각인 A-007 5),장방형,A-007   5,,파랑,,,,20060120,나정,,,,,,,20191023
646,K-012249_0_0_0_0_60_000_200.png,976,1280,K-012249_0_0_0_0_60_000_200.png,K-012249,정상알약,검은색 배경,앞면,전구색,60,0,200,200202893,17.5,7.2,6.2,1,12248,K-012249,우먼스타이레놀정 500mg/PTP,Women's Tylenol Tab.,http://connectdi.com/design/img/drug/147428028353000038.jpg,아세트아미노펜|파마브롬,Acetaminophen| Pamabrom,"정제, 저작정",(주)한국얀센,Janssen Korea,,,20021220,[01900]기타의 신경계및 감각기관용 의약품,일반의약품,646900590,백색의 장방형 필름코팅정제,장방형,TYME,,하양,,,,20041222,필름코팅정,,,,,,,20200324
892,K-012256_0_0_0_0_60_000_200.png,976,1280,K-012256_0_0_0_0_60_000_200.png,K-012256,정상알약,검은색 배경,앞면,전구색,60,0,200,200202928,9.1,9.1,4.2,1,12255,K-012256,제스부틴정 100mg/PTP,Jesbutine Tab.,http://connectdi.com/design/img/drug/151456099314400115.jpg,트리메부틴말레산염,Trimebutine,"정제, 저작정",(주)알피바이오,Rp Bio,미래제약(주),Mirae Pharm Korea,20021114,[02390]기타의 소화기관용약,일반의약품,661601230,연두색의 원형 정제,원형,GBT,,연두,,,,20171222,나정,,,,,,,20200930
431,K-012266_0_0_0_0_60_000_200.png,976,1280,K-012266_0_0_0_0_60_000_200.png,K-012266,정상알약,검은색 배경,앞면,전구색,60,0,200,200202994,9.1,9.1,5,1,12265,K-012266,웰정(염산부프로피온)(수출명:디쁘레오정),Well Tab.,http://connectdi.com/design/img/drug/151326377070200097.jpg,부프로피온염산염,Buflomedil Hydrochloride,"정제, 저작정",유니메드제약(주),Unimed,,,20020118,[01170]정신신경용제,전문의약품,"649502020,A50702841",분홍색의 원형필름코팅정제,원형,WELL100,분할선,분홍,,,-,20050315,필름코팅정,,,,,,,20200128
385,K-012416_0_0_0_0_60_000_200.png,976,1280,K-012416_0_0_0_0_60_000_200.png,K-012416,정상알약,검은색 배경,앞면,전구색,60,0,200,200209427,10,10,3.95,1,12415,K-012416,트리돌솔루블정 50mg,Tridol Soluble Tab.,http://connectdi.com/design/img/drug/148609556259100165.jpg,트라마돌염산염,Tramadol Hydrochloride,"정제, 저작정",(주)유한양행,Yuhan,,,20021231,[01140]해열.진통.소염제,전문의약품,"642102490,E00220151",백색 원형의 물에 분산시켜 복용 할 수있는 분산정이다,원형,마크,T분할선4,하양,,,-,20041222,발포정,Ω,,http://connectdi.com/design/img/drug/147938647484100034.jpg,,,,20200131
443,K-012420_0_0_0_0_60_000_200.png,976,1280,K-012420_0_0_0_0_60_000_200.png,K-012420,정상알약,검은색 배경,앞면,전구색,60,0,200,200209622,7.2,7.2,3.3,1,12419,K-012420,자이프렉사정 2.5mg,Zyprexa Tab. 2.5mg,http://connectdi.com/design/img/drug/151317985218500074.jpg,올란자핀,Olaparib,"정제, 저작정",한국릴리(유),Eli Lilly Korea,Lilly S.A.,,20020419,[01170]정신신경용제,전문의약품,"670800200,E00510431",필름코팅된 백색의 원형정제,원형,LILLY4112,,하양,,,,20041222,필름코팅정,,,,,,,20201221
125,K-012447_0_0_0_0_60_000_200.png,976,1280,K-012447_0_0_0_0_60_000_200.png,K-012447,정상알약,검은색 배경,앞면,전구색,60,0,200,200209716,19.1,9.9,8.4,1,12446,K-012447,데파코트서방정 500mg,Depakote ER Tab. 500mg,http://connectdi.com/design/img/drug/1N0_7a4VsTF.jpg,디발프로엑스나트륨,Divalproex Sodium,서방형정제,한국애보트(유),Abbott Korea,Abbott Laboratorios do Brasil Ltda.,,20020228,[01130]항전간제,전문의약품,"644200090,E01860421",회색의 타원형 서방성 정제 ,타원형,마크 HC,,회색,,,,20041222,서방성필름코팅정,a,,http://connectdi.com/design/img/drug/147938644048800164.jpg,,,,20210426
149,K-012501_0_0_0_0_60_000_200.png,976,1280,K-012501_0_0_0_0_60_000_200.png,K-012501,정상알약,검은색 배경,앞면,전구색,60,0,200,200209893,13,6,4.5,1,12500,K-012501,케프라정 250mg,Keppra Tab. 250mg,http://connectdi.com/design/img/drug/151611733843800054.jpg,레비티라세탐,Levetiracetam,"정제, 저작정",한국유씨비제약(주),Korea Ucb,UCB Pharma S.A.,,20020821,[01130]항전간제,전문의약품,"654100140,E07020051",파란색의 타원형 필름코팅정,타원형,ucb분할선250,,파랑,,-,,20070517,필름코팅정,,,,,,,20200422
56,K-012502_0_0_0_0_60_000_200.png,976,1280,K-012502_0_0_0_0_60_000_200.png,K-012502,정상알약,검은색 배경,앞면,전구색,60,0,200,200209894,16,8,6,1,12501,K-012502,케프라정 500mg,Keppra Tab. 500mg,http://connectdi.com/design/img/drug/1Mxwka5v4sp.jpg,레비티라세탐,Levetiracetam,"정제, 저작정",한국유씨비제약(주),Korea Ucb,UCB Pharma S.A.,,20020821,[01130]항전간제,전문의약품,"654100150,E05920061",노란색의 타원형 필름코팅정,타원형,ucb분할선500,,노랑,,-,,20070517,필름코팅정,,,,,,,20200422
6,K-012503_0_0_0_0_60_000_200.png,976,1280,K-012503_0_0_0_0_60_000_200.png,K-012503,정상알약,검은색 배경,앞면,전구색,60,0,200,200209895,19,10,8,1,12502,K-012503,케프라정 1000mg,Keppra Tab. 1000mg,http://connectdi.com/design/img/drug/151611733843800060.jpg,레비티라세탐,Levetiracetam,"정제, 저작정",한국유씨비제약(주),Korea Ucb,UCB Pharma S.A.,,20020821,[01130]항전간제,전문의약품,"654100160,E07020071",흰색의 타원형 필름코팅정,타원형,ucb분할선1000,,하양,,-,,20070822,필름코팅정,,,,,,,20200422
195,K-012564_0_0_0_0_60_000_200.png,976,1280,K-012564_0_0_0_0_60_000_200.png,K-012564,정상알약,검은색 배경,앞면,전구색,60,0,200,200210593,17,6.5,7,1,12563,K-012564,케토스테릴정,Ketosteril Tab.,http://connectdi.com/design/img/drug/147428009393000034.jpg,L-리신아세트산염|L-트레오닌|L-트립토판|L-티로신|L-히스티딘|α-케토-DL-이소류신칼슘|α-케토류신칼슘|α-케토발린칼슘|α-케토페닐알라닌칼슘|α-히드록시-DL-메티오닌칼슘,L-Histidine| L-Lysine Acetate| L-Threonine| L-Tryptophan| L-Tyrosine| α-Hydroxy-DL-Methionine Calcium| α-Keto Valine Calcium| α-Keto-DL-Isoleucine Calcium| α-Keto-Leucine Calcium| α-Ketophenylalanine Calcium,"정제, 저작정",프레지니우스카비코리아(주),Fresenius Kabi Korea,,,20020704,[03250]단백아미노산제제,전문의약품,"650901060,E50310111",긴 타원형의 광택이 있는 황색 필름코팅정,장방형,,,노랑,,,,20060106,필름코팅정,,,,,,,20090717
120,K-012668_0_0_0_0_60_000_200.png,976,1280,K-012668_0_0_0_0_60_000_200.png,K-012668,정상알약,검은색 배경,앞면,전구색,60,0,200,200300144,10.05,5.02,2.85,1,12667,K-012668,글리멜정 2mg,Glimel Tab.,http://connectdi.com/design/img/drug/147428059700400108.jpg,글리메피리드,,"정제, 저작정",동아에스티(주),Dong-A St,,,20031213,[03960]당뇨병용제,전문의약품,"642500170,A01508201",이 약은 녹색의 장방형 정제이다,기타,GL2 GL2,,청록,,,,20120312,나정,,,,,,,20200303
605,K-012758_0_0_0_0_60_000_200.png,976,1280,K-012758_0_0_0_0_60_000_200.png,K-012758,정상알약,검은색 배경,앞면,전구색,60,0,200,200300376,17.7,8.2,5.1,1,12757,K-012758,피로펜정 300mg/PTP,Piropen Tab.,http://connectdi.com/design/img/drug/1NOwp2F6Iw4.jpg,아세트아미노펜|클로르족사존,Acetaminophen| Chlorzoxazone,"정제, 저작정",정우신약(주),Jungwoo Medicines,(주)바스칸바이오제약,Baskhanbio Pharma,20030225,[01140]해열.진통.소염제,일반의약품,694200350,분홍색의 장방형 정제 ,장방형,J분할선W,,하양,,-,,20201023,나정,,,,,,,20200710
63,K-012767_0_0_0_0_60_000_200.png,976,1280,K-012767_0_0_0_0_60_000_200.png,K-012767,정상알약,검은색 배경,앞면,전구색,60,0,200,200300401,21.2,8.6,6.6,1,12766,K-012767,다이아벡스정 1000mg,Diabex Tab. 1000mg,http://connectdi.com/design/img/drug/1NOwp2F68s3.jpg,메트포르민염산염,Metformin Hydrochloride,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,20030724,[03960]당뇨병용제,전문의약품,"641600370,A04350761",백색 장방형의 필름코팅정,장방형,10분할선00,D.분할선W,하양,,기타,기타,20100707,필름코팅정,,,,,,,20180809
953,K-012769_0_0_0_0_60_000_200.png,976,1280,K-012769_0_0_0_0_60_000_200.png,K-012769,정상알약,검은색 배경,앞면,전구색,60,0,200,200300406,14.9,8.3,5.8,1,12768,K-012769,닥터베아제정 80mg/병,Dr. Bearse Tab.,http://connectdi.com/design/img/drug/148647963523800122.jpg,디아스타제·프로테아제·셀룰라제|판셀라제|크리아제-PEG|디아스타제·프로테아제100|판프로신|리파제|브로멜라인|우르소데옥시콜산|시메티콘파우더,크리아제-폴리에틸렌글리콜| Biodiastase2000 III| Bromelain| Dizet 100| LipaseⅡ| Pancellase| Panprosin| Simethicone Powder| Ursodeoxycholic Acid,"정제, 저작정",(주)대웅제약,Daewoong Pharmaceutical,,,20031028,[02330]건위소화제,일반의약품,641600400,주황색의 장방형 필름코팅 정제,장방형,닥터베아제,,주황,,,,20070322,필름코팅정,,,,,,,20200617
317,K-012775_0_0_0_0_60_000_200.png,976,1280,K-012775_0_0_0_0_60_000_200.png,K-012775,정상알약,검은색 배경,앞면,전구색,60,0,200,200300413,9,9,3.5,1,12774,K-012775,큐라실정 125mg,Curasil Tab. 125mg,http://connectdi.com/design/img/drug/147428053455900020.jpg,테르비나핀염산염,Terbinafine Hydrochloride,"정제, 저작정",(주)유한양행,Yuhan,,,20030909,[06290]기타의 화학요법제,전문의약품,"642102340,A04506521",백색 내지 미백색의 원형 정제,원형,Y분할선H,TF,하양,,-,,20051108,나정,,,,,,,20201207
794,K-012865_0_0_0_0_60_000_200.png,976,1280,K-012865_0_0_0_0_60_000_200.png,K-012865,정상알약,검은색 배경,앞면,전구색,60,0,200,200300623,14.5,8.4,6.2,1,12864,K-012865,알비정400mg/PTP,Albi Tab. 400mg,http://connectdi.com/design/img/drug/1Mp3yEn23rq.jpg,알벤다졸,Albendazole,"정제, 저작정",알리코제약(주),Arlico,(주)한국파비스제약,Pharvis Korea,20030909,[06420]구충제,일반의약품,656001210,[내수용]연한 주황색의 장방형 필름코팅정[수출용]연한 오렌지색의 장방형 필름코팅정,장방형,A분할선L,B Z,주황,,-,,20180822,필름코팅정,,,,,,,20200402
715,K-012914_0_0_0_0_60_000_200.png,976,1280,K-012914_0_0_0_0_60_000_200.png,K-012914,정상알약,검은색 배경,앞면,전구색,60,0,200,200300725,18.1,7.5,5.7,1,12913,K-012914,엠피스정 300mg/PTP,Empeace Tab.,http://connectdi.com/design/img/drug/1NOwp2F64hu.jpg,클로르족사존|아세트아미노펜,Acetaminophen| Chlorzoxazone,"정제, 저작정",에이프로젠제약(주),Aprogen Pharmaceuticals,한국신텍스제약(주),Syntex Korea,20030707,[01140]해열.진통.소염제,일반의약품,645204020,흰색의 장방형 정제,타원형,ΛPG,2,하양,,,,20190226,나정,,,,,,,20190125
270,K-013007_0_0_0_0_60_000_200.png,976,1280,K-013007_0_0_0_0_60_000_200.png,K-013007,정상알약,검은색 배경,앞면,전구색,60,0,200,200300918,12.3,5.1,3,1,13006,K-013007,리스펜정 2mg,Rispen Tab. 2mg,http://connectdi.com/design/img/drug/147428013710600125.jpg,리스페리돈,Risperidone,"정제, 저작정",명인제약(주),Myung In Pharm,,,20030802,[01170]정신신경용제,전문의약품,"651900390,A09203431",연한 주황색의 장방형 필름코팅정,장방형,Rs분할선2,,주황,,-,,20041222,필름코팅정,,,,,,,20210325
557,K-013020_0_0_0_0_60_000_200.png,976,1280,K-013020_0_0_0_0_60_000_200.png,K-013020,정상알약,검은색 배경,앞면,전구색,60,0,200,200300956,8.08,8.08,3.5,1,13019,K-013020,하이네콜정(베타네콜염화물),Hinecol Tab.,http://connectdi.com/design/img/drug/151265827509000038.jpg,베타네콜염화물,Bethanechol Chloride,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,20030205,[01230]자율신경제,전문의약품,"641702570,A09552471",황색의 원형정제,원형,HN,분할선,노랑,,,-,20041222,나정,,,,,,,20210104
183,K-013105_0_0_0_0_60_000_200.png,976,1280,K-013105_0_0_0_0_60_000_200.png,K-013105,정상알약,검은색 배경,앞면,전구색,60,0,200,200301119,16,7,5,1,13104,K-013105,글루파정 500mg,Glupa Tab. 500mg,http://connectdi.com/design/img/drug/1NXVKYFvlCr.jpg,메트포르민염산염,Metformin Hydrochloride,"정제, 저작정",(주)다림바이오텍,Dalimbiotech Company,,,20030314,[03960]당뇨병용제,전문의약품,"664600050,A11252551",흰색 장방형의 필름코팅정제,장방형,DB분할선500,,하양,,-,,20041222,필름코팅정,,,,,,,20180809
894,K-013135_0_0_0_0_60_000_200.png,976,1280,K-013135_0_0_0_0_60_000_200.png,K-013135,정상알약,검은색 배경,앞면,전구색,60,0,200,200301181,9.5,9.5,4,1,13134,K-013135,포부틴정(트리메부틴말레산염),Pobutin Tab.,http://connectdi.com/design/img/drug/147428028353000192.jpg,트리메부틴말레산염,Trimebutine,"정제, 저작정",한국유니온제약(주),Union Korea Pharm,,,20031210,[02390]기타의 소화기관용약,일반의약품,"665504780,A12252811",흰색의 원형 정제,원형,UK9,,하양,,,,20060202,나정,,,,,,,20201218
823,K-013256_0_0_0_0_60_000_200.png,976,1280,K-013256_0_0_0_0_60_000_200.png,K-013256,정상알약,검은색 배경,앞면,전구색,60,0,200,200301486,17.4,5.9,6.2,1,13255,K-013256,람노스캡슐(락토바실루스카제이변종람노수스)(수출명1:올바이오캡슐수출명2:안티비오포르테캡슐),Ramnos Cap.,http://connectdi.com/design/img/drug/151326603582900087.jpg,락토바실루스카제이변종람노수스의동결건조배양물,Freeze-Dried Lactobacillus casei var. Rhamnosus Culture,경질캡슐제,한화제약(주),Hanwha Pharma,,,20031125,[02370]정장제,일반의약품,"651600130,A15301691",크림색가루가 들어있는 상하 흰색의 불투명 경질캡슐제,장방형,Hanwha LCR,,하양,하양,,,20041217,"경질캡슐제, 산제",,,,,,,20080516
